0 , 0.000168
1 , 0.000126
2 , 0.000123
3 , 0.000121
4 , 0.00026
5 , 0.000122
6 , 0.000119
7 , 0.000121
8 , 0.000275
9 , 0.000122
10 , 0.000121
11 , 0.000193
12 , 0.000121
13 , 0.000121
14 , 0.000122
15 , 0.000121
16 , 0.000295
17 , 0.000123
18 , 0.000121
19 , 0.000124
20 , 0.000121
21 , 0.000123
22 , 0.000123
23 , 0.000122
24 , 0.000122
25 , 0.000299
26 , 0.000124
27 , 0.000121
28 , 0.000122
29 , 0.000147
30 , 0.000136
31 , 0.000123
32 , 0.000163
33 , 0.000126
34 , 0.000123
35 , 0.000303
36 , 0.000126
37 , 0.000124
38 , 0.000121
39 , 0.000125
40 , 0.000123
41 , 0.000122
42 , 0.000121
43 , 0.000124
44 , 0.000126
45 , 0.000122
46 , 0.000307
47 , 0.000122
48 , 0.000125
49 , 0.000122
50 , 0.000122
51 , 0.000123
52 , 0.000122
53 , 0.000123
54 , 0.000121
55 , 0.00012
56 , 0.000122
57 , 0.000121
58 , 0.00031
59 , 0.000119
60 , 0.000121
61 , 0.000121
62 , 0.000123
63 , 0.000121
64 , 0.000122
65 , 0.000121
66 , 0.000124
67 , 0.000119
68 , 0.000121
69 , 0.000121
70 , 0.000122
71 , 0.000129
72 , 0.000316
73 , 0.000122
74 , 0.000121
75 , 0.000121
76 , 0.00012
77 , 0.000121
78 , 0.000122
79 , 0.00012
80 , 0.000119
81 , 0.000122
82 , 0.00012
83 , 0.000117
84 , 0.000119
85 , 0.000119
86 , 0.000117
87 , 0.000118
88 , 0.000283
89 , 0.000133
90 , 0.000123
91 , 0.000126
92 , 0.000124
93 , 0.000129
94 , 0.000123
95 , 0.000118
96 , 0.00012
97 , 0.000123
98 , 0.000125
99 , 0.000124
100 , 0.000123
101 , 0.000123
102 , 0.000125
103 , 0.000125
104 , 0.000121
105 , 0.000117
106 , 0.000282
107 , 0.000115
108 , 0.000118
109 , 0.000116
110 , 0.000133
111 , 0.000123
112 , 0.000122
113 , 0.000126
